Stat Var,Queries,,,,,,
,Annual biodiesel fuel generation at $Location,Biodiesel fuel generation at $Location yearly,Biodiesel fuel generation at $Location per year,,,,
,$Location generates how much fuel as biodiesel per year,$Location generates how much fuel as Biodiesel annually,$Location generates how much fuel as BioDiesel yearly,,,,
,$Location generated how much fuel as Biodiesel per year,$Location generated how much fuel as biodiesel annually,$Location generated how much fuel as biodiesel yearly,,,,
,Production of fuel as BioDiesel at $Location per year,Production of fuel as biodiesel at $Location annually,Production of fuel as biodiesel at $Location yearly,,,,
,Generation of fuel as biodiesel at $Location per year,Generation of fuel as biodiesel at $Location yearly,Generation of fuel as biodiesel at $Location annually,,,,
,Biodiesel fuel $Location generated per year,Biodiesel fuel $Location generated annually,Biodiesel fuel $Location generated yearly,,,,
,,,,,,,
Annual_Generation_Energy_NaturalGas,How much energy is generated by natural gas in $Location annually,How much energy is generated by natural gas in $Location per year,How much energy is generated by natural gas in $Location per annum,How much energy is generated by natural gas in $Location yearly,,,
,How much energy is produced by natural gas in $Location annually,How much energy is produced by natural gas in $Location per year,How much energy is produced by natural gas in $Location per annum,How much energy is produced by natural gas in $Location yearly,,,
Annual_Generation_Energy_BioGas,How much energy is generated annually by bio gas in $Location,How much energy is generated per year in $Location by bio gas,How much energy is generated per annum by bio gas in $Location,How much energy is generated yearly by bio gas in $Location,,,
,How much energy is produced annually by bio gas in $Location,How much energy is produced per year in $Location by bio gas,How much energy is produced per annum by bio gas in $Location,How much energy is produced yearly by bio gas in $Location,,,
Annual_Generation_Energy_Coal,How much energy is generated annually in $Location by coal,How much energy is generated per year by coal in $Location,How much energy is generated per annum in $Location by coal ,How much energy is generated yearly in $Location by coal,,,
,How much energy is produced annually in $Location by coal,How much energy is produced per year by coal in $Location,How much energy is produced per annum in $Location by coal ,How much energy is produced yearly in $Location by coal,,,
Annual_Generation_Energy_DieselOil,What is the annual energy generation by diesel oil in $Location,How much energy per year is generated by diesel oil in $Location,How much energy per annum is generated by diesel oil in $Location,What is the yearly energy generation by diesel oil in $Location,,,
,What is the annual energy production by diesel oil in $Location,How much energy per year is produced by diesel oil in $Location,How much energy per annum is produced by diesel oil in $Location,What is the yearly energy production by diesel oil in $Location,,,
Annual_Generation_Energy_MunicipalWaste,What is the annual energy generation in $Location by municipal waste,How much energy per year is generated in $Location by municipal waste ,How much energy per annum is generated in $Location by municipal waste,What is the yearly energy generation in $Location by municipal waste ,,,
,What is the annual energy production in $Location by municipal waste,How much energy per year is produced in $Location by municipal waste ,How much energy per annum is produced in $Location by municipal waste,What is the yearly energy production in $Location by municipal waste ,,,
Annual_Generation_Energy_SolidBioFuel,Annual energy generation by solid bio fuel in $Location,Annual energy generation in $Location by solid bio fuel,How much annual energy is generated by solid bio fuel in $Location,Yearly energy generation in $Location by solid bio fuel,,,
,Annual energy production by solid bio fuel in $Location,Annual energy production in $Location by solid bio fuel,How much annual energy is produced by solid bio fuel in $Location,Yearly energy production in $Location by solid bio fuel,,,
Annual_Generation_Energy_OilShale,Energy generated in $Location by oil shale annually,Energy generation by oil shale in $Location per year,Energy generation by oil shale in $Location per annnum,Yearly energy generation by oil shale in $Location,,,
,Energy produced in $Location by oil shale annually,Energy production by oil shale in $Location per year,Energy production by oil shale in $Location per annnum,Yearly energy production by oil shale in $Location,,,
Annual_Generation_Energy_CrudeOil,Annual crude oil energy generation in $Location,Crude oil energy generation in $Location per year,Crude oil energy generation in $Location per annum,Yearly crude oil energy generation in $Location,,,
,Annual crude oil energy production in $Location,Crude oil energy production in $Location per year,Crude oil energy production in $Location per annum,Yearly crude oil energy production in $Location,,,
Annual_Consumption_Fuel_KeroseneJetFuel,How much kerosene jet fuel is consumed at $Location annually,How much kerosene jet fuel is consumed at $Location per year,How much kerosene jet fuel is consumed at $Location per annum,How much kerosene jet fuel is consumed at $Location yearly,,,
,$Location consumes how much kerosene jet fuel annually,$Location consumes how much kerosene jet fuel per year,$Location consumes how much kerosene jet fuel per annum,$Location consumes how much kerosene jet fuel yearly,,,
Annual_Consumption_Fuel_DomesticAviationTransport_KeroseneJetFuel,Annual consumption of kerosene jet fuel by domestic aviation at $Location,Per year consumption of kerosene jet fuel by domestic aviation at $Location,Per annum consumption of kerosene jet fuel by domestic aviation at $Location,Yearly consumption of kerosene jet fuel by domestic aviation at $Location,,,
,Consumption of kerosene jet fuel at $Location by domestic aviation transport annually,Consumption of kerosene jet fuel at $Location by domestic aviation transport per year,Consumption of kerosene jet fuel at $Location by domestic aviation transport per annum,Consumption of kerosene jet fuel at $Location by domestic aviation transport yearly,,,
Annual_Generation_Fuel_KeroseneJetFuel,How much kerosene jet fuel is generated at $Location annually,How much kerosene jet fuel is generated at $Location per year,How much kerosene jet fuel is produced at $Location per annum?,How much kerosene jet fuel is produced at $Location yearly,,,
,Generation of kerosene jet fuel at $Location annually,Generation of kerosene jet fuel at $Location per year,Generation of kerosene jet fuel at $Location per annum,Generation of kerosene jet fuel at $Location yearly,,,
,$Location produces how much kerosene jet fuel annually,$Location produces how much kerosene jet fuel per year,$Location produces how much kerosene jet fuel per annum,$Location produces how much kerosene jet fuel yearly,,,
Annual_Generation_Fuel_KeroseneJetFuel_Refinery,Annually how much kerosene jet fuel is generated from refineries at $Location,How much kerosene jet fuel is produced from refineries  at $Location per year,How much kerosene jet fuel is produced from refineries at $Location per annum,Yearly how much kerosene jet fuel is produced from refineries at $Location,,,
,$Location generates how much kerosene jet fuel annually from refineries,$Location produces how much kerosene jet fuel per year from refinieries,$Location produces how much kerosene jet fuel per annum from refinieries,$Location produces how much kerosene jet fuel yearly from refinieries,,,
,Annual generation of kerosene jet fuel by refineries at $Location,Generation of kerosene jet fuel by refineries at $Location per year,Generation of kerosene jet fuel at $Location per annum by refineries ,Yearly generation of kerosene jet fuel at $Location by refineries ,,,
,Refinery generated kerosene jet fuel at $Location annually,Refinery generated kerosene jet fuel at $Location per year,Refinery generated kerosene jet fuel at $Location per annum,,,,
Annual_Consumption_Fuel_Households_Kerosene,Annual utilization of kerosene by households at $Location,Per year utilization of kerosene by households at $Location,Per annum utilization of kerosene by households at $Location,Yearly utilization of kerosene by households at $Location,,,
,What is the annual consumption of kerosene at $Location by households,What is the per year consumption of kerosene at $Location by households,What is the per annum consumption of kerosene at $Location by households,What is the yearly consumption of kerosene at $Location by households,,,
Annual_Generation_Fuel_Kerosene,Annual kerosene production at $Location,Kerosene production at $Location per year,Kerosene production at $Location per annum,Yearly kerosene production at $Location,,,
Annual_Consumption_Fuel_Agriculture_Kerosene,"How much kerosene is utilized per year by agriculture, forest and fishing industry at $Location","How much kerosene is utilized per annum by agriculture, forest and fishing industry at $Location","How much kerosene is utilized yearly by agriculture, forest and fishing industry at $Location","How much kerosene is utilized annually by agriculture, forest and fishing industry at $Location",,,
,"Kerosene utilized annually in agriculture, forest and fishing at $Location","Kerosene utilized per year in forest, fishing and agriculture at $Location","Kerosene utilized per annum by fishing, agriculture and forest at $Location","Kerosene utilized yearly in fishing, forest and agriculture at $Location",,,
Annual_Generation_Fuel_LiquifiedPetroleumGas,What is the annual generation of LPG at $Location,How much LPG is generated at $Location per year,How much LPG is generated at $Location per annum,What is the yearly generation of LPG at $Location,,,
Annual_Imports_Fuel_LiquifiedPetroleumGas,Annual import of LPG at $Location,Per year import of LPG at $Location,Per annum import of LPG at $Location,Yearly import of LPG at $Location,,,
,LPG imported annually at $Location,LPG imported per year at $Location,LPG imported per annum at $Location,LPG imported yearly at $Location,,,
Annual_Consumption_Fuel_LiquifiedPetroleumGas,What is the annual utilization of liquified petroleum gas at $Location?,What is the per year utilization of LPG at $Location?,What is the per annum utilization of liquified petroleum gas at $Location?,What is the yearly utilization of LPG at $Location?,,,
,Utilization of LPG at $Location annually,Utilization of liquified petroleum gas at $Location per year,Utilization of LPG at $Location per annum,Utilization of liquified petroleum gas at $Location yearly,,,
,LPG consumption at $Location annually,LPG consumption at $Location per year,LPG consumption at $Location per annum,Yearly LPG consumption at $Location,,,
Annual_Consumption_Fuel_Households_LiquifiedPetroleumGas,LPG consumed by households at $Location annally,LPG consumed by households at $Location per year,LPG consumed by households at $Location per annum,LPG consumed by households at $Location yearly,,,
,Annual households consumption of LPG at $Location,Per year households consumption of LPG at $Location,Per annum households consumption of LPG at $Location,Yearly households consumption of LPG at $Location,,,
Annual_Consumption_Fuel_TransportIndustry_LiquifiedPetroleumGas,LPG utilization in transport industry at $Location annally,LPG utilization in transport industry at $Location per year,LPG utilization in transport industry at $Location per annum,LPG utilization in transport industry at $Location per annum,,,
,How much LPG is consumed annually by transport in $Location,How much LPG is consumed per year by transport in $Location,How much LPG is consumed per annum by transport in $Location,How much LPG is consumed yearly by transport in $Location,,,
Annual_Consumption_Fuel_Agriculture_LiquifiedPetroleumGas,"LPG consumed annually by agriculture, forest and fishing industry at $Location","LPG consumed per year by agriculture, forest and fishing industry at $Location","LPG consumed per annum by agriculture, forest and fishing industry at $Location","LPG consumed yearly by agriculture, forest and fishing industry at $Location",,,
,"Annual usage of LPG at $Location in agriculture, forest and fishing","Per year usage of LPG at $Location in agriculture, forest and fishing","Per annum usage of LPG at $Location in agriculture, forest and fishing","Yearly usage of LPG at $Location in agriculture, forest and fishing",,,
Annual_Consumption_Fuel_RoadTransport_NaturalGas,How much natural gas is consumed by road transport annually in $Location,How much natural gas is consumed by road transport per year in $Location,How much natural gas is consumed by road transport per annum in $Location,How much natural gas is consumed by road transport yearly in $Location,,,
,What is the annual utilization of natural gas in road transport at $Location?,What is the per year utilization of natural gas in road transport at $Location?,What is the per annum utilization of natural gas in road transport at $Location?,What is the yearly utilization of natural gas in road transport at $Location?,,,
Annual_Generation_Fuel_OilShale,What is the annual generation of oil shale at $Location,How much oil shale is generated at $Location per year,How much oil shale is generated at $Location per annum,What is the yearly generation of oil shale at $Location,,,
Annual_Imports_Fuel_OilShale,How much oil shale is imported to $Location annually,How much oil shale is imported in $Location per year,$Location import how much oil shale annually,,,,
,Annual oil shale import in $Location,Yearly oil shale import in $Location,,,,,
Annual_Exports_Fuel_OilShale,How much oil shale is exported from $Location annually,How much oil shale is exported from $Location per year,$Location export how much oil shale annually,,,,
,Annual oil shale export from $Location,Yearly oil shale export from $Location,,,,,
Annual_Consumption_Fuel_OilShale,Annual oil shale fuel consumption at $Location,Oil shale fuel consumption at $Location per year,Oil shale fuel consumption at $Location per annum,Yearly oil shale fuel consumption at $Location,,,
,Consumption of oil shale fuel at $Location annually,Consumption of oil shale fuel at $Location per year,Consumption of oil shale fuel at $Location per annum,Consumption of oil shale fuel at $Location yearly,,,
,Oil shale fuel $Location consumed annually,Oil shale fuel $Location consumed per year,Oil shale fuel $Location consumed per annum,Oil shale fuel $Location consumed yearly,,,
Annual_Consumption_Fuel_Manufacturing_OilShale,"Annual oil shale consumption by manufacturing, construction and non-fuel industry in $Location","Per year oil shale consumption by manufacturing, construction and non-fuel industry in $Location","Per annum oil shale consumption by manufacturing, construction and non-fuel industry in $Location","Yearly oil shale consumption by manufacturing, construction and non-fuel industry in $Location",,,
Annual_Consumption_Fuel_ChemicalPetrochemicalIndustry_OilShale,Chemical and petrochemical industry at $Location consumes how much oil shale annually,Chemical and petrochemical industry at $Location consumes how much oil shale per year,Chemical and petrochemical industry at $Location consumes how much oil shale per annum,Chemical and petrochemical industry at $Location consumes how much oil shale yearly,,,
,Annually how much oil shale is consumed in $Location by chemical and petrochemical industry,Yearly how much oil shale is consumed in $Location by chemical and petrochemical industry,,,,,
Annual_Generation_Energy_Heat,Heat generated annually in $Location,Heat generated per year in $Location,Heat generated per annum in $Location,,,,
,Annual heat generation in $Location,Per year heat generation in $Location,Per annum heat generation in $Location,Yearly heat generation in $Location,,,
,$Location generates how much heat annually,$Location generates how much heat per year,$Location generates how much heat per annum,$Location generates how much heat yearly,,,
,Annual generation of heat in $Location,Yearly generation of heat in $Location,,,,,
Annual_Loss_Energy_Heat,How much heat is lost annually in $Location,How much heat is lost per year in $Location,How much heat is lost per annum in $Location,How much heat is lost yearly in $Location,,,
,Total annual heat loss in $Location,Total heat loss in $Location per year,Total heat loss in $Location per annum,Total yearly heat loss in $Location,,,
,How much heat is lost in $Location annually,How much heat is lost in $Location per year,How much heat is lost in $Location per annum,How much heat is lost in $Location yearly,,,
,Annual heat loss in $Location,Yearly heat loss in $Location,,,,,
,Annual loss of heat in $Location,Yearly loss of heat in $Location,,,,,
Annual_Generation_Fuel_Uranium,Uranium produced annually in $Location,Uranium produced per year in $Location,Uranium produced per annum in $Location,,,,
,Annual uranium production in $Location,Per year uranium production in $Location,Per annum uranium production in $Location,Yearly uranium production in $Location,,,
,$Location produces how much uranium annually,$Location produces how much uranium per year,$Location produces how much uranium per annum,$Location produces how much uranium yearly,,,
,Annual production of uranium in $Location,Yearly production of uranium in $Location,,,,,
,How much uranium is generated in $Location annually,How much uranium is generated in $Location per year,How much uranium is generated in $Location per annum,How much uranium is generated in $Location yearly,,,
Annual_Generation_Fuel_VegetalWaste,Vegetal waste generated in $Location annually,Vegetal waste generated in $Location per year,Vegetal waste generated in $Location per annum,Vegetal waste generated in $Location yearly,,,
,Amount of vegetal waste generated in $Location annually,Amount of vegetal waste generated in $Location per year,Amount of vegetal waste generated in $Location per annum,Amount of vegetal waste generated in $Location yearly,,,
,What is the annual amount of vegetal waste produced in $Location,What is the yearly amount of vegetal waste produced in $Location,,,,,
WithdrawalRate_Water,What is the withdrawal rate of water at $Location,Withdrawal rate of water at $Location,Water withdrawal rate in $Location,,,,
WithdrawalRate_Water_PublicSupply,What is the withdrawal rate of water for public supply in $Location,Withdrawal rate of water for public supply at $Location,Water withdrawal rate for public supply in $Location,,,,
WithdrawalRate_Water_PublicSupply_GroundWater,What is the withdrawal rate of ground water for public supply in $Location,Withdrawal rate of ground water used for public supply at $Location,Ground water withdrawal rate used for public supply in $Location,,,,
WithdrawalRate_Water_PublicSupply_SurfaceWater,What is the withdrawal rate of surface water used in public supply in $Location,Withdrawal rate of surface water used in public supply at $Location,Surface water withdrawal rate for public supply in $Location,,,,
WithdrawalRate_Water_Domestic,What is the withdrawal rate of water for domestic use in $Location,Withdrawal rate of water for domestic use at $Location,Water withdrawal rate for domestic use in $Location,,,,
WithdrawalRate_Water_Domestic_GroundWater,What is the withdrawal rate of ground water for domestic use in $Location,Withdrawal rate of ground water for domestic use at $Location,Ground water withdrawal rate for domestic use in $Location,,,,
WithdrawalRate_Water_Domestic_SurfaceWater,What is the withdrawal rate of surface water used for domestic purpose in $Location,Withdrawal rate of surface water used for domestic purpose at $Location,Surface water withdrawal rate for domestic use in $Location,,,,
WithdrawalRate_Water_Domestic_FreshWater,What is the withdrawal rate of fresh water for domestic use in $Location,Withdrawal rate of fresh water for domestic use at $Location,Fresh water withdrawal rate for domestic use in $Location,,,,
WithdrawalRate_Water_Industrial,What is the withdrawal rate of water for industrial use in $Location,Withdrawal rate of water for industrial use at $Location,Water withdrawal rate for industrial use in $Location,,,,
WithdrawalRate_Water_Industrial_GroundWater,What is the withdrawal rate of ground water for industrial use in $Location,Withdrawal rate of ground water for industrial use at $Location,Ground water withdrawal rate for industrial use in $Location,,,,
WithdrawalRate_Water_Industrial_SurfaceWater,What is the withdrawal rate of surface water used for industrial purpose in $Location,Withdrawal rate of surface water used for industrial purpose at $Location,Surface water withdrawal rate used for industrial purpose in $Location,,,,
WithdrawalRate_Water_Industrial_FreshWater,What is the withdrawal rate of fresh water used in industries in $Location,Withdrawal rate of fresh water used in industries at $Location,Fresh water withdrawal rate used in industries in $Location,,,,
WithdrawalRate_Water_Industrial_SalineWater,What is the withdrawal rate of saline water used in industrial sector in $Location,Withdrawal rate of saline water used in industrial sector at $Location,Saline water withdrawal rate used in industrial sector in $Location,,,,
WithdrawalRate_Water_Irrigation,What is the withdrawal rate of water for irrigation in $Location,Withdrawal rate of water for irrigation at $Location,Water withdrawal rate for irrigation in $Location,,,,
WithdrawalRate_Water_Irrigation_GroundWater,What is the withdrawal rate of ground water for irrigation in $Location,Withdrawal rate of ground water for irrigation at $Location,Ground water withdrawal rate for irrigation in $Location,,,,
WithdrawalRate_Water_Irrigation_SurfaceWater,What is the withdrawal rate of surface water used for irrigation in $Location,Withdrawal rate of surface water used for irrigation at $Location,Surface water withdrawal rate used for irrigation in $Location,,,,
WithdrawalRate_Water_Irrigation_FreshWater,What is the withdrawal rate of fresh water used in irrigation in $Location,Withdrawal rate of fresh water used in irrigation at $Location,Fresh water withdrawal rate for irrigation in $Location,,,,
WithdrawalRate_Water_Thermoelectric,What is the withdrawal rate of water for thermoelectric industry in $Location,Withdrawal rate of water for thermoelectric industry at $Location,Water withdrawal rate for thermoelectric industry in $Location,,,,
WithdrawalRate_Water_Thermoelectric_GroundWater,What is the withdrawal rate of ground water for thermoelectric plants in $Location,Withdrawal rate of ground water for thermoelectric plants at $Location,Ground water withdrawal rate for thermoelectric plants in $Location,,,,
WithdrawalRate_Water_Thermoelectric_SurfaceWater,What is the withdrawal rate of surface water used for thermoelectric industry in $Location,Withdrawal rate of surface water used for thermoelectric industry at $Location,Surface water withdrawal rate used for thermoelectric industry in $Location,,,,
WithdrawalRate_Water_Thermoelectric_FreshWater,What is the withdrawal rate of fresh water for thermoelectric industry in $Location,Withdrawal rate of fresh water for thermoelectric industry at $Location,Fresh water withdrawal rate for thermoelectric plants in $Location,,,,
WithdrawalRate_Water_Mining,What is the withdrawal rate of water for mining in $Location,Withdrawal rate of water for mining at $Location,Water withdrawal rate for mining in $Location,,,,
WithdrawalRate_Water_Mining_GroundWater,What is the withdrawal rate of ground water for mining in $Location,Withdrawal rate of ground water for mining at $Location,Ground water withdrawal rate for mining in $Location,,,,
WithdrawalRate_Water_Mining_SurfaceWater,What is the withdrawal rate of surface water used for mining in $Location,Withdrawal rate of surface water for mining at $Location,Surface water withdrawal rate for mining sector in $Location,,,,
WithdrawalRate_Water_Mining_FreshWater,What is the withdrawal rate of fresh water used in mining at $Location,Withdrawal rate of fresh water used in mining at $Location,Fresh water withdrawal rate for mining in $Location,,,,
WithdrawalRate_Water_Livestock,What is the withdrawal rate of water for livestock in $Location,Withdrawal rate of water for livestock at $Location,Water withdrawal rate for livestock in $Location,,,,
WithdrawalRate_Water_Livestock_GroundWater,What is the withdrawal rate of ground water for livestock in $Location,Withdrawal rate of ground water for livestock at $Location,Ground water withdrawal rate for livestock in $Location,,,,
WithdrawalRate_Water_Livestock_SurfaceWater,What is the withdrawal rate of surface water used for livestock in $Location,Withdrawal rate of surface water used for livestock at $Location,Surface water withdrawal rate used for livestock in $Location,,,,
WithdrawalRate_Water_Livestock_FreshWater,What is the withdrawal rate of fresh water used in livestock sector in $Location,Withdrawal rate of fresh water used in livestock sector at $Location,Fresh water withdrawal rate used in livestock sector in $Location,,,,
WithdrawalRate_Water_Aquaculture,What is the withdrawal rate of water for aquaculture in $Location,Withdrawal rate of water for aquaculture at $Location,Water withdrawal rate for aquaculture in $Location,,,,
WithdrawalRate_Water_Aquaculture_GroundWater,What is the withdrawal rate of ground water for aquaculture in $Location,Withdrawal rate of ground water for aquaculture at $Location,Ground water withdrawal rate for aquaculture in $Location,,,,
WithdrawalRate_Water_Aquaculture_SurfaceWater,What is the withdrawal rate of surface water used for aquaculture in $Location,Withdrawal rate of surface water used for aquaculture at $Location,Surface water withdrawal rate used for aquaculture in $Location,,,,
WithdrawalRate_Water_Aquaculture_FreshWater,What is the withdrawal rate of fresh water used in aquaculture in $Location,Withdrawal rate of fresh water used in aquaculture at $Location,Fresh water withdrawal rate used in aquaculture in $Location,,,,
WithdrawalRate_Water_Aquaculture_SalineWater,What is the withdrawal rate of saline water used in aquaculture sector in $Location,Withdrawal rate of saline water used in aquaculture sector at $Location,Saline water withdrawal rate used in aquaculture sector in $Location,,,,